x,y,w,h,Cx,Cy,W,H,distance,angle,x_center,y2,person,y_low,angle_rad
0.0,600.0,0.015154,0.087476,2723.196672,1498.9201919999996,81.467904,235.135488,600.0,0.0,35.196672000000035,1071.5120640000005,7,0.39862800000000015,0.0
141.42135381698608,141.42135381698608,0.03950088960441658,0.24010111683532628,3287.9397992566696,1717.552861026677,212.35678251334352,645.3918020533571,200.0,45.0,599.9397992566696,647.7512379466446,2,0.2409788831646743,0.7853982
212.13203072547913,212.13203072547913,0.025709999999999997,0.17160555841766356,3316.255488,1618.8527825133394,138.21695999999997,461.27574102667967,300.0,45.0,628.2554879999998,838.5093469733208,2,0.3119454415823366,0.7853982
212.13203072547913,212.13203072547913,0.022115,0.187763,3326.862336,1594.518912,118.89023999999999,504.706944,300.0,45.0,638.8623360000001,841.127616,3,0.3129195,0.7853982
141.42135381698608,141.42135381698608,0.035424,0.260522,3341.845248,1685.4539519999998,190.43942399999997,700.2831359999999,200.0,45.0,653.8452480000001,652.4044800000001,3,0.24271000000000006,0.7853982
0.0,600.0,0.019128,0.095208,2755.291392,1487.6736,102.832128,255.919104,600.0,0.0,67.29139200000009,1072.366848,6,0.39894599999999997,0.0
0.0,700.0,0.016699,0.083161,2750.350848,1468.48128,89.77382399999999,223.536768,700.0,0.0,62.35084800000004,1107.750336,6,0.4121095,0.0
894.7086334228516,1326.4601707458496,0.007018,0.04013599999999999,3241.4108159999996,1395.17952,37.728768,107.88556799999998,1600.0,34.0,553.4108159999996,1238.877696,8,0.460892,0.5934119
61.80340051651001,190.21130800247192,0.0431,0.240803,2962.36356651334,1717.2608581711127,231.7056,647.278464,200.0,18.0,274.3635665133402,647.0999098288873,5,0.2407365735970563,0.31415927
92.70510077476501,285.3169620037079,0.034177,0.180397,2934.19392,1608.51264,183.73555199999998,484.907136,300.0,18.0,246.19392000000016,837.0337920000002,5,0.3113965000000001,0.31415927
0.0,1600.0,0.007296,0.038211,2753.8506239999997,1401.71136,39.223296000000005,102.711168,1600.0,0.0,65.8506239999997,1234.933056,6,0.4594245,0.0
494.4272041320801,1521.6904640197754,0.004663061375918292,0.03640196299910434,3010.928453599464,1399.6779095018755,25.068617956936738,97.84847654159246,1600.0,18.0,322.92845359946386,1239.3978522273283,1,0.4610855105012382,0.31415927
0.0,1700.0,0.00685,0.036096,2749.39392,1397.98848,36.8256,97.026048,1700.0,0.0,61.39391999999998,1241.498496,6,0.46186699999999997,0.0
1697.056245803833,1697.056245803833,0.002844764055164611,0.02369436390251156,3408.4260460488895,1381.1308538701076,15.293451560564948,63.69045016995108,2400.0,45.0,720.4260460488895,1275.023921044917,1,0.47433925634111496,0.7853982
1006.547212600708,1492.2676920890808,0.005697388663919934,0.031942736443616705,3245.8559905362104,1392.9795387075023,30.629161457233565,85.86207556044171,1800.0,34.0,557.8559905362104,1252.0894235122769,1,0.46580707719950776,0.5934119
556.2306046485901,1711.9017720222473,0.007656,0.034618,3006.3075839999997,1391.7415680000001,41.158656,93.053184,1800.0,18.0,318.3075839999997,1249.73184,8,0.46492999999999995,0.31415927
247.21360206604004,760.8452320098877,0.015433999999999998,0.07338,3035.4293760000005,1455.944448,82.97318399999999,197.24544,800.0,18.0,347.4293760000005,1133.432832,6,0.421664,0.31415927
223.6771583557129,331.6150426864624,0.029865,0.142434,3260.24832,1552.502784,160.55424,382.862592,400.0,34.0,572.2483200000001,944.06592,6,0.351215,0.5934119
279.5964479446411,414.518803358078,0.023902,0.11346,3258.705408,1514.19072,128.497152,304.98048,500.0,34.0,570.7054079999998,1021.3190399999999,6,0.37995499999999993,0.5934119
1131.3708305358887,1131.3708305358887,0.006606999999999999,0.039907,3414.7653119999995,1395.590784,35.519231999999995,107.270016,1600.0,45.0,726.7653119999995,1238.774208,1,0.4608535,0.7853982
167.75786876678467,248.7112820148468,0.02833,0.177376,3151.2069119999996,1603.90272,152.30208000000002,476.786688,300.0,34.0,463.20691199999965,845.7039359999999,4,0.31462199999999996,0.5934119
111.83857917785645,165.8075213432312,0.040882,0.238977,3167.168256,1700.525568,219.781632,642.370176,200.0,34.0,479.16825599999993,666.289344,4,0.2478755,0.5934119
154.50850129127502,475.5282700061798,0.017601,0.10382300000000001,3002.8346880000004,1532.2433279999998,94.622976,279.076224,500.0,18.0,314.83468800000037,1016.2185600000003,7,0.3780575000000001,0.31415927
1272.7921843528748,1272.7921843528748,0.006799,0.04055899999999999,3411.491328,1384.9946879999998,36.551424000000004,109.02259199999997,1800.0,45.0,723.4913280000001,1248.4940160000003,8,0.46446950000000015,0.7853982
123.60680103302002,380.42261600494385,0.022193,0.129665,3002.9045760000004,1572.9799679999999,119.309568,348.53952,400.0,18.0,314.90457600000036,940.7502720000002,7,0.34998150000000006,0.31415927
0.0,100.0,0.077967,0.32152500000000006,2658.367488,1881.5892479999995,419.15059199999996,864.2592000000002,100.0,0.0,-29.632512000000133,374.2811520000005,4,0.13924150000000018,0.0
447.3543167114258,663.2300853729248,0.010999000000000002,0.067743,3238.093824,1461.62688,59.13062400000001,182.093184,800.0,34.0,550.093824,1135.326528,7,0.42236850000000004,0.5934119
282.84270763397217,282.84270763397217,0.0225,0.139018,3303.272448,1557.0831359999997,120.96,373.680384,400.0,45.0,615.2724480000002,944.0766720000001,1,0.35121900000000006,0.7853982
353.5533845424652,353.5533845424652,0.016901,0.11147800000000001,3319.674624,1509.497472,90.859776,299.652864,500.0,45.0,631.6746240000002,1028.676096,1,0.382692,0.7853982
309.01700258255005,951.0565400123596,0.010543,0.062968,2900.3251199999995,1423.451904,56.679168000000004,169.257984,1000.0,18.0,212.32511999999952,1179.919104,3,0.438958,0.31415927
782.8700542449951,1160.6526494026184,0.007789000000000001,0.041522,3244.754687999999,1405.5229439999998,41.873664000000005,111.61113600000002,1400.0,34.0,556.7546879999991,1226.6714880000002,1,0.45635100000000006,0.5934119
